Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost
2005-10-31,91,65,91,12,107382,30707,76675,26,Beans,26,39468,None,Fever,23165,Internet,42203,7,Check food/donations,0.13,1180.02,842.58,1055.77,0.29,0.71,0,1,1
2013-09-26,99,95,99,25,129018,69387,59631,4,Maize Flour,4,7140,Water Shortage,Fever,3389,Gas,18867,5,Check food/donations,0.25,1303.21,602.33,925.69,0.04,0.96,1,1,0
2017-11-29,38,32,38,14,117796,107283,10513,6,Beans,6,9072,None,Flu,18996,Electricity,44220,5,Check food/donations,0.37,3099.89,276.66,4486.82,0.16,0.84,0,1,1
2006-10-01,85,89,85,14,118999,96113,22886,0,None,0,0,None,Diarrhea,21058,Internet,15218,9,Stable,0.16,1399.99,269.25,1557.52,0.0,1.05,0,1,0
2004-01-28,38,37,38,31,105359,48885,56474,1,Vegetables,1,1552,None,Fever,3860,Electricity,12465,3,Check food/donations,0.82,2772.61,1486.16,1716.05,0.03,0.97,0,1,0
2011-07-24,66,22,66,16,51395,77757,-26362,44,Beans,44,66220,None,Flu,11421,Gas,22925,8,Check food/donations,0.24,778.71,-399.42,1698.53,0.67,0.33,0,1,0
2002-01-17,83,18,83,13,27356,113078,-85722,65,Maize Flour,65,102505,Power Outage,Diarrhea,8404,Water,36162,6,Check food/donations,0.16,329.59,-1032.8,1899.33,0.78,0.22,1,1,1
2008-10-02,68,88,68,34,114953,110450,4503,0,None,0,0,None,Flu,11106,Water,40975,6,Stable,0.5,1690.49,66.22,2390.16,0.0,1.29,0,1,1
2012-01-18,63,91,63,32,143920,91609,52311,0,None,0,0,None,Malaria,3374,Gas,39603,10,Stable,0.51,2284.44,830.33,2136.29,0.0,1.44,0,1,1
2006-02-16,24,41,24,6,79519,82080,-2561,0,None,0,0,None,Flu,13492,Internet,32584,3,Check food/donations,0.25,3313.29,-106.71,5339.83,0.0,1.71,0,1,1
2005-10-10,87,95,87,14,56662,62291,-5629,0,None,0,0,None,Malaria,12389,Electricity,47618,3,Check food/donations,0.16,651.29,-64.7,1405.72,0.0,1.09,0,1,1
2005-12-18,79,54,79,5,53702,114898,-61196,25,Rice,25,48100,None,Malaria,27124,Gas,21906,8,Check food/donations,0.06,679.77,-774.63,2075.04,0.32,0.68,0,1,0
2006-06-28,25,47,25,36,28483,52312,-23829,0,None,0,0,None,Flu,11279,Electricity,28216,10,Check food/donations,1.44,1139.32,-953.16,3672.28,0.0,1.88,0,1,0
2011-04-03,46,44,46,5,122431,30245,92186,2,Vegetables,2,3144,None,Diarrhea,18738,Gas,14498,10,Check food/donations,0.11,2661.54,2004.04,1380.02,0.04,0.96,0,1,0
2014-11-01,85,13,85,5,79217,48840,30377,72,Vegetables,72,144000,Sickness,Diarrhea,22090,Internet,26342,3,Check food/donations,0.06,931.96,357.38,1144.38,0.85,0.15,1,1,0
2008-12-20,71,54,71,15,22771,105874,-83103,17,Vegetables,17,31399,None,Malaria,25508,Electricity,28514,9,Check food/donations,0.21,320.72,-1170.46,2252.06,0.24,0.76,0,1,0
2006-04-20,75,20,75,14,14190,38290,-24100,55,Beans,55,92180,None,None,0,Internet,13391,8,Check food/donations,0.19,189.2,-321.33,689.08,0.73,0.27,0,0,0
2020-04-10,100,98,100,26,149151,113893,35258,2,Maize Flour,2,3732,None,Malaria,15086,Gas,40653,10,Check food/donations,0.26,1491.51,352.58,1696.32,0.02,0.98,0,1,1
1999-11-12,24,25,24,10,42642,46942,-4300,0,None,0,0,None,Flu,8054,Electricity,35636,4,Check food/donations,0.42,1776.75,-179.17,3776.33,0.0,1.04,0,1,1
2011-03-22,52,11,52,9,102706,25344,77362,41,Maize Flour,41,74292,None,Diarrhea,25192,Internet,42894,10,Check food/donations,0.17,1975.12,1487.73,1796.73,0.79,0.21,0,1,1
2019-06-19,59,48,59,5,10650,94077,-83427,11,Vegetables,11,19382,Fire,Fever,18533,Gas,40000,5,Check food/donations,0.08,180.51,-1414.02,2586.61,0.19,0.81,1,1,1
2007-07-01,25,98,25,29,118520,61238,57282,0,None,0,0,None,Malaria,5305,Internet,13371,5,Stable,1.16,4740.8,2291.28,3196.56,0.0,3.92,0,1,0
2010-06-09,44,56,44,18,9668,56233,-46565,0,None,0,0,None,Diarrhea,28201,Water,38698,5,Check food/donations,0.41,219.73,-1058.3,2798.45,0.0,1.27,0,1,1
2001-09-14,98,40,98,40,134962,81971,52991,58,Vegetables,58,93554,None,None,0,Water,44231,3,Check food/donations,0.41,1377.16,540.72,1287.78,0.59,0.41,0,0,1
2013-10-19,84,12,84,5,8506,60481,-51975,72,Beans,72,134352,None,None,0,Gas,45730,5,Check food/donations,0.06,101.26,-618.75,1264.42,0.86,0.14,0,0,1
2008-09-07,45,84,45,22,115930,80239,35691,0,None,0,0,None,Malaria,10236,Gas,30177,6,Stable,0.49,2576.22,793.13,2681.16,0.0,1.87,0,1,1
1999-05-26,32,12,32,6,72198,97809,-25611,20,Beans,20,37360,None,Diarrhea,25703,Internet,48585,5,Check food/donations,0.19,2256.19,-800.34,5378.03,0.62,0.38,0,1,1
2008-05-05,64,34,64,16,145341,89489,55852,30,Maize Flour,30,58710,None,None,0,Gas,16559,7,Check food/donations,0.25,2270.95,872.69,1657.0,0.47,0.53,0,0,0
2008-08-08,37,80,37,27,19319,74761,-55442,0,None,0,0,Water Shortage,Diarrhea,5441,Electricity,16069,4,Check food/donations,0.73,522.14,-1498.43,2601.92,0.0,2.16,1,1,0
2006-10-08,57,57,57,14,79071,60513,18558,0,None,0,0,None,Flu,26526,Gas,29648,4,Stable,0.25,1387.21,325.58,2047.14,0.0,1.0,0,1,0
2016-11-25,88,57,88,35,55092,98436,-43344,31,Beans,31,59148,None,Fever,27039,Internet,44606,5,Check food/donations,0.4,626.05,-492.55,1932.74,0.35,0.65,0,1,1
2018-07-27,62,39,62,38,88882,58935,29947,23,Beans,23,45862,None,Fever,28176,Gas,37191,6,Check food/donations,0.61,1433.58,483.02,2004.87,0.37,0.63,0,1,1
2017-07-16,65,61,65,32,50309,70978,-20669,4,Maize Flour,4,6480,Fire,Diarrhea,10726,Gas,11184,3,Check food/donations,0.49,773.98,-317.98,1429.05,0.06,0.94,1,1,0
2014-09-01,73,52,73,22,101130,42782,58348,21,Vegetables,21,35658,Power Outage,Diarrhea,8704,Internet,43464,5,Check food/donations,0.3,1385.34,799.29,1300.68,0.29,0.71,1,1,1
2002-04-05,99,23,99,13,57627,90319,-32692,76,Rice,76,134900,None,Fever,17430,Electricity,38236,6,Check food/donations,0.13,582.09,-330.22,1474.6,0.77,0.23,0,1,1
2007-08-04,76,69,76,40,105225,69915,35310,7,Vegetables,7,12929,Fire,Malaria,7216,Water,33621,5,Check food/donations,0.53,1384.54,464.61,1457.26,0.09,0.91,1,1,1
2013-11-10,59,93,59,20,130971,23871,107100,0,None,0,0,None,Flu,11425,Electricity,40867,8,Stable,0.34,2219.85,1815.25,1290.9,0.0,1.58,0,1,1
2009-04-01,53,24,53,12,66925,48776,18149,29,Maize Flour,29,44660,Water Shortage,Fever,2128,Gas,26194,10,Check food/donations,0.23,1262.74,342.43,1454.68,0.55,0.45,1,1,0
2018-12-25,73,18,73,7,53937,23415,30522,55,Maize Flour,55,105325,None,Malaria,26490,Electricity,34777,6,Check food/donations,0.1,738.86,418.11,1160.03,0.75,0.25,0,1,1
2012-10-14,91,85,91,14,130591,37485,93106,6,Beans,6,10206,None,Fever,22387,Water,30207,3,Check food/donations,0.15,1435.07,1023.14,989.88,0.07,0.93,0,1,1
2012-04-12,41,22,41,15,88852,116021,-27169,19,Maize Flour,19,32186,Power Outage,None,0,Electricity,21533,7,Check food/donations,0.37,2167.12,-662.66,3354.98,0.46,0.54,1,0,0
2010-06-11,40,22,40,11,71400,78380,-6980,18,Beans,18,29196,None,None,0,Water,36519,3,Check food/donations,0.28,1785.0,-174.5,2872.47,0.45,0.55,0,0,1
2000-09-07,21,13,21,7,99049,33734,65315,8,Vegetables,8,14168,None,Fever,2458,Gas,16154,4,Check food/donations,0.33,4716.62,3110.24,2492.67,0.38,0.62,0,1,0
2013-09-04,60,76,60,21,46462,61892,-15430,0,None,0,0,None,Fever,658,Gas,36734,8,Check food/donations,0.35,774.37,-257.17,1654.73,0.0,1.27,0,1,1
2013-05-21,54,35,54,16,49528,60921,-11393,19,Maize Flour,19,30362,None,None,0,Electricity,24820,9,Check food/donations,0.3,917.19,-210.98,1587.8,0.35,0.65,0,0,0
2017-10-04,85,65,85,13,30992,42645,-11653,20,Maize Flour,20,30960,None,Diarrhea,14789,Water,18182,9,Check food/donations,0.15,364.61,-137.09,889.6,0.24,0.76,0,1,0
2000-01-12,100,63,100,6,134957,41512,93445,37,Beans,37,72779,None,Malaria,10387,Gas,36219,6,Check food/donations,0.06,1349.57,934.45,881.18,0.37,0.63,0,1,1
2002-11-18,46,20,46,12,99429,65468,33961,26,Rice,26,47918,None,None,0,Water,25268,6,Check food/donations,0.26,2161.5,738.28,1972.52,0.57,0.43,0,0,0
2012-09-27,35,50,35,15,98691,52299,46392,0,None,0,0,None,None,0,Electricity,29959,8,Stable,0.43,2819.74,1325.49,2350.23,0.0,1.43,0,0,0
2007-09-04,60,94,60,8,34501,65479,-30978,0,None,0,0,None,Malaria,19138,Internet,10186,9,Check food/donations,0.13,575.02,-516.3,1580.05,0.0,1.57,0,1,0
2006-04-05,81,24,81,9,103537,22608,80929,57,Rice,57,111378,Water Shortage,Flu,28703,Electricity,35953,9,Check food/donations,0.11,1278.23,999.12,1077.33,0.7,0.3,1,1,1
2012-06-24,97,43,97,40,132918,82210,50708,54,Vegetables,54,97200,None,None,0,Electricity,14277,4,Check food/donations,0.41,1370.29,522.76,994.71,0.56,0.44,0,0,0
2006-07-10,76,52,76,37,148797,47500,101297,24,Beans,24,39768,None,Malaria,11107,Gas,37698,10,Check food/donations,0.49,1957.86,1332.86,1267.17,0.32,0.68,0,1,1
2013-11-04,71,76,71,30,140313,66440,73873,0,None,0,0,None,None,0,Electricity,23150,3,Stable,0.42,1976.24,1040.46,1261.83,0.0,1.07,0,0,0
2011-04-23,72,11,72,9,129672,38122,91550,61,Beans,61,118279,Power Outage,Diarrhea,4636,Internet,46267,6,Check food/donations,0.12,1801.0,1271.53,1236.46,0.85,0.15,1,1,1
2011-03-12,61,86,61,25,56149,99486,-43337,0,None,0,0,Sickness,Flu,444,Gas,39081,9,Check food/donations,0.41,920.48,-710.44,2278.87,0.0,1.41,1,1,1
2008-04-05,67,18,67,6,82918,34239,48679,49,Beans,49,84427,None,Malaria,1060,Internet,23318,9,Check food/donations,0.09,1237.58,726.55,874.88,0.73,0.27,0,1,0
2005-08-26,92,79,92,33,86501,25134,61367,13,Maize Flour,13,25740,None,Malaria,16617,Gas,32388,6,Check food/donations,0.36,940.23,667.03,805.86,0.14,0.86,0,1,1
2007-10-16,48,75,48,26,29179,92965,-63786,0,None,0,0,Power Outage,Flu,9159,Electricity,39431,8,Check food/donations,0.54,607.9,-1328.88,2949.06,0.0,1.56,1,1,1
2017-09-04,64,85,64,20,128432,66085,62347,0,None,0,0,None,Fever,16873,Gas,30303,9,Stable,0.31,2006.75,974.17,1769.7,0.0,1.33,0,1,1
2010-02-12,24,10,24,10,81905,37111,44794,14,Beans,14,21980,None,Flu,6836,Water,47721,4,Check food/donations,0.42,3412.71,1866.42,3819.5,0.58,0.42,0,1,1
2005-03-22,86,60,86,21,132700,69895,62805,26,Rice,26,45890,None,None,0,Internet,43685,6,Check food/donations,0.24,1543.02,730.29,1320.7,0.3,0.7,0,0,1
2019-04-29,90,24,90,12,11330,25096,-13766,66,Beans,66,101706,None,Flu,21477,Gas,46613,3,Check food/donations,0.13,125.89,-152.96,1035.4,0.73,0.27,0,1,1
2005-06-20,47,17,47,7,3076,32907,-29831,30,Vegetables,30,47460,Fire,Flu,23341,Internet,24553,5,Check food/donations,0.15,65.45,-634.7,1719.17,0.64,0.36,1,1,0
2009-02-19,39,18,39,7,44777,31273,13504,21,Vegetables,21,31773,None,Malaria,20878,Internet,17976,7,Check food/donations,0.18,1148.13,346.26,1798.13,0.54,0.46,0,1,0
2014-05-27,33,58,33,39,67854,55003,12851,0,None,0,0,None,Diarrhea,25464,Electricity,12610,8,Stable,1.18,2056.18,389.42,2820.52,0.0,1.76,0,1,0
2003-08-17,69,68,69,14,29997,45816,-15819,1,Rice,1,1820,None,Diarrhea,10210,Gas,33207,3,Check food/donations,0.2,434.74,-229.26,1293.23,0.01,0.99,0,1,1
2019-06-30,36,11,36,10,32292,39583,-7291,25,Vegetables,25,49800,None,Diarrhea,21460,Electricity,21919,9,Check food/donations,0.28,897.0,-202.53,2304.5,0.69,0.31,0,1,0
2003-05-31,44,31,44,6,122674,66171,56503,13,Rice,13,22373,Power Outage,Flu,1924,Internet,38383,10,Check food/donations,0.14,2788.05,1284.16,2419.95,0.3,0.7,1,1,1
2014-11-16,30,51,30,16,81547,34061,47486,0,None,0,0,None,Diarrhea,15882,Water,42620,10,Stable,0.53,2718.23,1582.87,3085.43,0.0,1.7,0,1,1
1999-09-13,96,30,96,7,20027,101503,-81476,66,Maize Flour,66,128040,None,Fever,2174,Internet,48125,3,Check food/donations,0.07,208.61,-848.71,1581.27,0.69,0.31,0,1,1
2019-11-22,39,31,39,16,148809,45180,103629,8,Vegetables,8,13160,Water Shortage,Flu,8561,Internet,11099,10,Check food/donations,0.41,3815.62,2657.15,1662.56,0.21,0.79,1,1,0
2008-02-07,34,77,34,39,20231,21206,-975,0,None,0,0,None,Flu,25084,Water,12281,3,Check food/donations,1.15,595.03,-28.68,1722.68,0.0,2.26,0,1,0
2017-12-20,42,94,42,16,72552,107330,-34778,0,None,0,0,Sickness,Fever,9787,Water,22497,5,Check food/donations,0.38,1727.43,-828.05,3324.14,0.0,2.24,1,1,0
2006-04-01,26,66,26,30,62656,83773,-21117,0,None,0,0,Power Outage,Malaria,9090,Electricity,14136,7,Check food/donations,1.15,2409.85,-812.19,4115.35,0.0,2.54,1,1,0
2019-04-03,79,87,79,15,75745,116905,-41160,0,None,0,0,None,Fever,29956,Internet,20612,8,Check food/donations,0.19,958.8,-521.01,2119.91,0.0,1.1,0,1,0
2019-10-03,30,65,30,15,49855,62573,-12718,0,None,0,0,None,Malaria,25727,Electricity,12902,10,Check food/donations,0.5,1661.83,-423.93,3373.4,0.0,2.17,0,1,0
2013-01-16,80,50,80,30,35388,67527,-32139,30,Vegetables,30,57300,None,Diarrhea,2656,Gas,27356,9,Check food/donations,0.38,442.35,-401.74,1219.24,0.38,0.62,0,1,0
2004-10-27,51,82,51,14,84070,72784,11286,0,None,0,0,None,Malaria,11950,Electricity,12729,10,Stable,0.27,1648.43,221.29,1911.04,0.0,1.61,0,1,0
2007-08-04,23,21,23,20,68429,80222,-11793,2,Maize Flour,2,3246,None,Diarrhea,3438,Internet,45995,5,Check food/donations,0.87,2975.17,-512.74,5637.17,0.09,0.91,0,1,1
2005-10-11,70,48,70,39,43528,118984,-75456,22,Beans,22,39358,None,Flu,17794,Water,38587,8,Check food/donations,0.56,621.83,-1077.94,2505.21,0.31,0.69,0,1,1
2004-03-04,75,18,75,8,129348,104588,24760,57,Vegetables,57,90972,None,Flu,12417,Internet,13884,7,Check food/donations,0.11,1724.64,330.13,1745.19,0.76,0.24,0,1,0
2020-06-30,90,73,90,31,57820,66682,-8862,17,Beans,17,31297,None,Diarrhea,13067,Electricity,23175,3,Check food/donations,0.34,642.44,-98.47,1143.6,0.19,0.81,0,1,0
2005-12-07,71,89,71,23,135338,61334,74004,0,None,0,0,None,None,0,Internet,24122,6,Stable,0.32,1906.17,1042.31,1203.61,0.0,1.25,0,0,0
2001-04-19,32,53,32,15,1070,63670,-62600,0,None,0,0,None,Diarrhea,21062,Electricity,19763,5,Check food/donations,0.47,33.44,-1956.25,3265.47,0.0,1.66,0,1,0
2005-04-21,32,52,32,18,5033,52077,-47044,0,None,0,0,None,Flu,28009,Water,41764,3,Check food/donations,0.56,157.28,-1470.12,3807.81,0.0,1.62,0,1,1
1999-12-11,100,46,100,37,20209,46509,-26300,54,Beans,54,101520,None,None,0,Internet,34092,10,Check food/donations,0.37,202.09,-263.0,806.01,0.54,0.46,0,0,1
2002-01-12,24,48,24,36,114363,53494,60869,0,None,0,0,None,Fever,3136,Electricity,10569,7,Stable,1.5,4765.12,2536.21,2799.96,0.0,2.0,0,1,0
2005-12-26,100,51,100,12,76583,99008,-22425,49,Beans,49,76195,Fire,Diarrhea,1189,Gas,10029,8,Check food/donations,0.12,765.83,-224.25,1102.26,0.49,0.51,1,1,0
2005-11-03,58,74,58,11,2275,77514,-75239,0,None,0,0,None,Fever,29459,Internet,41761,7,Check food/donations,0.19,39.22,-1297.22,2564.38,0.0,1.28,0,1,1
2002-06-07,46,91,46,26,31523,57576,-26053,0,None,0,0,Sickness,Flu,21873,Internet,37437,9,Check food/donations,0.57,685.28,-566.37,2541.0,0.0,1.98,1,1,1
2001-02-07,56,57,56,34,114555,61271,53284,0,None,0,0,None,Flu,9819,Internet,10084,9,Stable,0.61,2045.62,951.5,1449.54,0.0,1.02,0,1,0
2000-08-21,39,27,39,14,94985,40536,54449,12,Maize Flour,12,23016,None,Diarrhea,17266,Water,18432,7,Check food/donations,0.36,2435.51,1396.13,1954.72,0.31,0.69,0,1,0
2007-10-17,97,14,97,8,106673,108311,-1638,83,Vegetables,83,134543,None,Diarrhea,21561,Internet,10945,3,Check food/donations,0.08,1099.72,-16.89,1451.72,0.86,0.14,0,1,0
2002-01-10,79,33,79,33,21185,86506,-65321,46,Rice,46,89516,None,None,0,Internet,32923,5,Check food/donations,0.42,268.16,-826.85,1511.76,0.58,0.42,0,0,1
2010-04-26,54,12,54,11,105856,101178,4678,42,Beans,42,70392,Power Outage,Malaria,17665,Electricity,13603,5,Check food/donations,0.2,1960.3,86.63,2452.7,0.78,0.22,1,1,0
2007-01-28,47,53,47,40,39573,66404,-26831,0,None,0,0,Power Outage,Fever,13076,Gas,12154,3,Check food/donations,0.85,841.98,-570.87,1949.66,0.0,1.13,1,1,0
2011-11-20,31,15,31,12,88330,31873,56457,16,Maize Flour,16,31904,None,Malaria,11201,Electricity,40290,7,Check food/donations,0.39,2849.35,1821.19,2689.16,0.52,0.48,0,1,1
2020-02-02,72,16,72,7,46263,25765,20498,56,Rice,56,84840,None,Flu,5769,Water,28673,7,Check food/donations,0.1,642.54,284.69,836.21,0.78,0.22,0,1,0
2005-08-28,63,76,63,32,140226,112340,27886,0,None,0,0,None,None,0,Electricity,20147,10,Stable,0.51,2225.81,442.63,2102.97,0.0,1.21,0,0,0
2017-09-05,46,59,46,22,49998,42457,7541,0,None,0,0,None,Diarrhea,1460,Water,33463,8,Stable,0.48,1086.91,163.93,1682.17,0.0,1.28,0,1,1
2009-05-09,74,41,74,30,5298,64432,-59134,33,Maize Flour,33,51018,None,Diarrhea,22019,Internet,22578,7,Check food/donations,0.41,71.59,-799.11,1473.36,0.45,0.55,0,1,0
2010-03-18,61,64,61,12,69240,44048,25192,0,None,0,0,Fire,Diarrhea,10796,Internet,13190,4,Stable,0.2,1135.08,412.98,1115.31,0.0,1.05,1,1,0
2016-11-23,63,51,63,8,123039,64159,58880,12,Rice,12,19464,None,Fever,5955,Gas,49498,9,Check food/donations,0.13,1953.0,934.6,1898.6,0.19,0.81,0,1,1
2000-10-02,86,73,86,33,3338,76796,-73458,13,Rice,13,22906,Power Outage,Fever,25730,Electricity,18482,6,Check food/donations,0.38,38.81,-854.16,1407.07,0.15,0.85,1,1,0
2003-03-21,59,32,59,12,17958,95065,-77107,27,Vegetables,27,53541,Water Shortage,Flu,16806,Electricity,24975,4,Check food/donations,0.2,304.37,-1306.9,2319.42,0.46,0.54,1,1,0
2014-02-21,22,18,22,18,45929,28756,17173,4,Beans,4,6536,None,None,0,Water,15986,4,Check food/donations,0.82,2087.68,780.59,2033.73,0.18,0.82,0,0,0
1999-05-20,39,86,39,38,79435,104252,-24817,0,None,0,0,None,Fever,3600,Water,47928,6,Check food/donations,0.97,2036.79,-636.33,3994.36,0.0,2.21,0,1,1
1999-02-03,87,76,87,15,44488,72093,-27605,11,Rice,11,21450,Sickness,Fever,23591,Water,45375,6,Check food/donations,0.17,511.36,-317.3,1621.37,0.13,0.87,1,1,1
2004-06-03,63,59,63,28,130763,21238,109525,4,Vegetables,4,7624,None,Flu,25727,Gas,47867,9,Check food/donations,0.44,2075.6,1738.49,1505.27,0.06,0.94,0,1,1
1999-05-24,44,19,44,11,16108,24236,-8128,25,Beans,25,43025,Water Shortage,Flu,12026,Internet,25324,10,Check food/donations,0.25,366.09,-184.73,1399.68,0.57,0.43,1,1,0
2017-09-10,80,53,80,17,134870,32255,102615,27,Rice,27,51543,Water Shortage,Malaria,24482,Electricity,14812,8,Check food/donations,0.21,1685.88,1282.69,894.36,0.34,0.66,1,1,0
2008-04-09,61,24,61,10,28532,35647,-7115,37,Maize Flour,37,61124,None,Flu,27754,Gas,37892,9,Check food/donations,0.16,467.74,-116.64,1660.54,0.61,0.39,0,1,1
2010-05-26,86,20,86,17,119417,99587,19830,66,Maize Flour,66,114708,None,None,0,Gas,43074,7,Check food/donations,0.2,1388.57,230.58,1658.85,0.77,0.23,0,0,1
2015-08-18,61,81,61,23,70302,38859,31443,0,None,0,0,None,Fever,12907,Water,34372,8,Stable,0.38,1152.49,515.46,1412.1,0.0,1.33,0,1,1
2005-10-22,78,49,78,25,86209,80700,5509,29,Beans,29,47473,None,None,0,Water,19498,10,Check food/donations,0.32,1105.24,70.63,1284.59,0.37,0.63,0,0,0
2003-10-05,52,13,52,7,81628,112656,-31028,39,Beans,39,61542,Power Outage,Flu,23011,Internet,15533,3,Check food/donations,0.13,1569.77,-596.69,2907.69,0.75,0.25,1,1,0
2020-03-14,99,11,99,8,119955,119569,386,88,Rice,88,159720,None,None,0,Water,37809,9,Check food/donations,0.08,1211.67,3.9,1589.68,0.89,0.11,0,0,1
2007-10-18,79,21,79,11,4139,32597,-28458,58,Vegetables,58,93554,None,Flu,11439,Gas,46241,7,Check food/donations,0.14,52.39,-360.23,1142.75,0.73,0.27,0,1,1
2002-01-29,75,99,75,31,138279,68704,69575,0,None,0,0,Sickness,None,0,Water,24482,9,Stable,0.41,1843.72,927.67,1242.48,0.0,1.32,1,0,0
2013-04-30,70,66,70,27,49447,33431,16016,4,Maize Flour,4,7732,None,Fever,13411,Internet,24093,5,Check food/donations,0.39,706.39,228.8,1013.36,0.06,0.94,0,1,0
2013-03-19,95,96,95,21,40290,25914,14376,0,None,0,0,None,Malaria,24567,Water,45166,5,Stable,0.22,424.11,151.33,1006.81,0.0,1.01,0,1,1
2020-05-03,94,73,94,23,42886,50921,-8035,21,Vegetables,21,34860,None,Malaria,14654,Water,44039,7,Check food/donations,0.24,456.23,-85.48,1166.11,0.22,0.78,0,1,1
2016-05-09,67,81,67,20,46511,37237,9274,0,None,0,0,Sickness,Flu,3136,Gas,33796,5,Stable,0.3,694.19,138.42,1107.0,0.0,1.21,1,1,1
2009-02-10,51,75,51,8,2470,109481,-107011,0,None,0,0,None,None,0,Water,27329,3,Check food/donations,0.16,48.43,-2098.25,2682.55,0.0,1.47,0,0,0
2006-10-06,85,28,85,28,136112,26775,109337,57,Beans,57,86583,None,Malaria,8227,Water,10552,10,Check food/donations,0.33,1601.32,1286.32,535.93,0.67,0.33,0,1,0
2004-07-04,87,82,87,31,42789,97652,-54863,5,Beans,5,7870,Sickness,None,0,Gas,16730,8,Check food/donations,0.36,491.83,-630.61,1314.74,0.06,0.94,1,0,0
2010-05-09,37,39,37,38,42491,41941,550,0,None,0,0,None,None,0,Gas,31766,6,Stable,1.03,1148.41,14.86,1992.08,0.0,1.05,0,0,1
2010-01-15,100,82,100,22,91204,101218,-10014,18,Rice,18,31842,Water Shortage,None,0,Water,31451,6,Check food/donations,0.22,912.04,-100.14,1326.69,0.18,0.82,1,0,1
2018-07-24,57,41,57,8,9154,112975,-103821,16,Vegetables,16,27904,None,Malaria,4597,Gas,36523,3,Check food/donations,0.14,160.6,-1821.42,2703.42,0.28,0.72,0,1,1
2002-03-05,62,52,62,10,44146,103013,-58867,10,Maize Flour,10,18720,None,Fever,21157,Water,37195,3,Check food/donations,0.16,712.03,-949.47,2602.66,0.16,0.84,0,1,1
2013-01-23,45,32,45,12,76915,64742,12173,13,Beans,13,20826,None,Flu,27098,Gas,37439,4,Check food/donations,0.27,1709.22,270.51,2872.87,0.29,0.71,0,1,1
2003-10-15,97,87,97,8,116925,57412,59513,10,Rice,10,19740,None,Fever,16821,Internet,16373,7,Check food/donations,0.08,1205.41,613.54,934.08,0.1,0.9,0,1,0
2014-08-13,93,63,93,14,30948,94849,-63901,30,Rice,30,46680,Power Outage,Malaria,24965,Gas,30328,3,Check food/donations,0.15,332.77,-687.11,1614.43,0.32,0.68,1,1,1
2000-08-01,43,74,43,33,66159,95887,-29728,0,None,0,0,None,None,0,Gas,43445,4,Check food/donations,0.77,1538.58,-691.35,3240.28,0.0,1.72,0,0,1
2013-11-01,93,83,93,12,108402,111892,-3490,10,Rice,10,15680,None,Flu,24916,Electricity,30277,3,Check food/donations,0.13,1165.61,-37.53,1796.61,0.11,0.89,0,1,1
2006-07-06,84,50,84,7,1836,70051,-68215,34,Beans,34,59194,Sickness,Flu,8161,Internet,28274,5,Check food/donations,0.08,21.86,-812.08,1267.69,0.4,0.6,1,1,0
2018-08-07,26,34,26,9,140892,96931,43961,0,None,0,0,None,Flu,2820,Internet,49646,6,Stable,0.35,5418.92,1690.81,5746.04,0.0,1.31,0,1,1
2009-12-11,57,24,57,11,9279,89314,-80035,33,Vegetables,33,57915,None,None,0,Water,25076,5,Check food/donations,0.19,162.79,-1404.12,2006.84,0.58,0.42,0,0,0
2005-10-05,69,20,69,12,54214,42753,11461,49,Maize Flour,49,92855,None,Malaria,15553,Electricity,25465,4,Check food/donations,0.17,785.71,166.1,1214.07,0.71,0.29,0,1,0
2020-12-04,36,42,36,38,122472,53976,68496,0,None,0,0,Power Outage,None,0,Gas,48530,10,Stable,1.06,3402.0,1902.67,2847.39,0.0,1.17,1,0,1
2002-01-04,34,27,34,13,76532,107782,-31250,7,Rice,7,10850,None,Diarrhea,1300,Internet,47849,5,Check food/donations,0.38,2250.94,-919.12,4615.62,0.21,0.79,0,1,1
2015-10-11,74,33,74,7,118461,89466,28995,41,Vegetables,41,64493,None,Flu,26402,Water,36160,4,Check food/donations,0.09,1600.82,391.82,2054.43,0.55,0.45,0,1,1
2020-03-11,86,69,86,36,23875,99475,-75600,17,Maize Flour,17,32555,None,Diarrhea,8931,Internet,29281,4,Check food/donations,0.42,277.62,-879.07,1601.01,0.2,0.8,0,1,0
2019-11-05,57,80,57,33,75899,87941,-12042,0,None,0,0,None,Malaria,26699,Internet,28436,9,Check food/donations,0.58,1331.56,-211.26,2510.11,0.0,1.4,0,1,0
2018-04-13,52,34,52,26,118806,57243,61563,18,Maize Flour,18,30744,None,Diarrhea,72,Electricity,43393,9,Check food/donations,0.5,2284.73,1183.9,1936.69,0.35,0.65,0,1,1
2016-02-27,71,27,71,12,33303,28130,5173,44,Beans,44,69300,Sickness,Fever,14213,Gas,33487,9,Check food/donations,0.17,469.06,72.86,1068.03,0.62,0.38,1,1,1
