Date,Num_Children,Food_Remaining (kg),Daily_Need (kg),Food_Used (kg),Donation_Amount (Tsh),Expense_Total (Tsh),Budget_Left (Tsh),Food_Shortage (kg),Suggested_Purchase,Quantity_To_Buy,Estimated_Cost (Tsh),Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child
2004-06-01,84,42,84,13,138777,37432,101345,42,Vegetables,42,83622,None,None,0,Gas,33120,3,Check food/donations,0.15,1652.11,1206.49
2016-08-05,43,51,43,18,86167,96151,-9984,0,None,0,0,Fire,Malaria,22843,Electricity,25283,6,Check food/donations,0.42,2003.88,-232.19
2000-01-21,99,45,99,18,96713,85361,11352,54,Rice,54,98442,None,Diarrhea,17957,Water,40602,5,Check food/donations,0.18,976.9,114.67
2002-01-11,21,48,21,15,64461,98554,-34093,0,None,0,0,None,Malaria,2754,Internet,49524,8,Check food/donations,0.71,3069.57,-1623.48
2000-06-22,68,16,68,13,67329,75140,-7811,52,Beans,52,86060,None,Flu,7308,Internet,47449,4,Check food/donations,0.19,990.13,-114.87
2019-12-28,83,90,83,37,103208,106568,-3360,0,None,0,0,Sickness,Flu,326,Gas,20172,8,Check food/donations,0.45,1243.47,-40.48
2002-08-26,78,66,78,9,47529,101330,-53801,12,Beans,12,20196,None,Flu,10994,Water,49813,6,Check food/donations,0.12,609.35,-689.76
2017-05-14,78,84,78,7,142246,118326,23920,0,None,0,0,Water Shortage,Malaria,2258,Water,21586,7,Stable,0.09,1823.67,306.67
2003-10-26,80,80,80,37,51723,53171,-1448,0,None,0,0,None,Diarrhea,27087,Gas,49007,8,Check food/donations,0.46,646.54,-18.1
2011-10-22,67,17,67,15,22772,88107,-65335,50,Rice,50,92200,None,Flu,23394,Water,37276,6,Check food/donations,0.22,339.88,-975.15
2012-03-29,83,66,83,37,136303,68815,67488,17,Maize Flour,17,32300,None,Malaria,5373,Internet,45179,10,Check food/donations,0.45,1642.2,813.11
2012-08-14,70,60,70,10,119072,76348,42724,10,Beans,10,16480,Water Shortage,Flu,26202,Water,46544,4,Check food/donations,0.14,1701.03,610.34
2011-12-20,90,22,90,21,67326,66971,355,68,Maize Flour,68,122060,None,Flu,10986,Gas,30983,8,Check food/donations,0.23,748.07,3.94
2003-03-19,85,42,85,30,102641,54156,48485,43,Beans,43,72928,Sickness,Diarrhea,28255,Water,16663,4,Check food/donations,0.35,1207.54,570.41
2005-03-07,40,26,40,17,98848,35323,63525,14,Rice,14,25158,Power Outage,Diarrhea,20170,Water,47355,7,Check food/donations,0.42,2471.2,1588.12
2016-12-27,57,64,57,10,105784,79695,26089,0,None,0,0,None,Flu,18699,Water,17928,3,Stable,0.18,1855.86,457.7
2019-07-08,52,42,52,8,2120,101950,-99830,10,Vegetables,10,19790,None,Fever,19825,Electricity,23551,7,Check food/donations,0.15,40.77,-1919.81
1999-09-20,39,95,39,18,25288,102445,-77157,0,None,0,0,None,Fever,9507,Electricity,31060,8,Check food/donations,0.46,648.41,-1978.38
2014-05-11,79,71,79,34,57835,116883,-59048,8,Maize Flour,8,13664,None,Diarrhea,11240,Water,19197,3,Check food/donations,0.43,732.09,-747.44
2018-12-15,99,12,99,5,121172,110215,10957,87,Beans,87,143463,None,None,0,Internet,25760,9,Check food/donations,0.05,1223.96,110.68
2008-06-01,68,10,68,8,27667,119191,-91524,58,Rice,58,97440,None,Malaria,14077,Gas,16510,7,Check food/donations,0.12,406.87,-1345.94
2001-01-10,61,84,61,14,39512,60467,-20955,0,None,0,0,Sickness,Malaria,13092,Internet,45001,3,Check food/donations,0.23,647.74,-343.52
2005-01-24,27,65,27,31,119924,79713,40211,0,None,0,0,Power Outage,Diarrhea,11462,Gas,41551,3,Stable,1.15,4441.63,1489.3
2004-02-20,54,78,54,18,116513,101934,14579,0,None,0,0,None,Fever,12680,Internet,18919,10,Stable,0.33,2157.65,269.98
2012-07-03,90,33,90,24,51134,56420,-5286,57,Maize Flour,57,102942,None,Flu,18767,Gas,47114,10,Check food/donations,0.27,568.16,-58.73
2012-03-29,94,48,94,34,80936,105721,-24785,46,Vegetables,46,86204,None,Flu,6270,Water,21509,6,Check food/donations,0.36,861.02,-263.67
2016-03-20,36,58,36,13,23848,50024,-26176,0,None,0,0,Sickness,Diarrhea,20702,Electricity,33666,8,Check food/donations,0.36,662.44,-727.11
2009-06-29,80,33,80,25,130778,73104,57674,47,Rice,47,85540,Power Outage,Diarrhea,8861,Internet,27647,5,Check food/donations,0.31,1634.72,720.92
2018-06-06,86,83,86,17,129902,67681,62221,3,Maize Flour,3,5559,None,Diarrhea,9141,Internet,29153,10,Check food/donations,0.2,1510.49,723.5
2001-09-28,88,50,88,7,149753,64629,85124,38,Rice,38,62586,None,Flu,629,Gas,26777,5,Check food/donations,0.08,1701.74,967.32
2018-07-13,85,60,85,26,96436,83741,12695,25,Beans,25,49275,None,Flu,15001,Gas,19350,3,Check food/donations,0.31,1134.54,149.35
2000-11-30,77,50,77,31,38188,56714,-18526,27,Beans,27,47817,Water Shortage,Diarrhea,16693,Internet,34012,8,Check food/donations,0.4,495.95,-240.6
2002-08-18,55,77,55,27,147963,76573,71390,0,None,0,0,None,Flu,22527,Internet,12126,9,Stable,0.49,2690.24,1298.0
2003-04-22,90,25,90,10,147177,63022,84155,65,Maize Flour,65,123045,Sickness,None,0,Water,48873,4,Check food/donations,0.11,1635.3,935.06
2012-11-03,25,32,25,18,99062,110821,-11759,0,None,0,0,None,Fever,22512,Gas,16237,5,Check food/donations,0.72,3962.48,-470.36
2019-01-25,71,26,71,6,129207,68428,60779,45,Beans,45,67500,None,Fever,17853,Internet,25701,9,Check food/donations,0.08,1819.82,856.04
2012-10-22,84,56,84,30,20843,118245,-97402,28,Rice,28,51016,None,Flu,6936,Gas,34775,3,Check food/donations,0.36,248.13,-1159.55
2003-04-17,98,71,98,6,121304,88719,32585,27,Maize Flour,27,48357,Sickness,Flu,21032,Water,45625,10,Check food/donations,0.06,1237.8,332.5
2011-09-06,71,86,71,35,42664,82503,-39839,0,None,0,0,None,Fever,9821,Internet,25256,9,Check food/donations,0.49,600.9,-561.11
2003-12-15,98,25,98,14,26845,105044,-78199,73,Maize Flour,73,111252,Fire,Fever,12325,Water,11526,5,Check food/donations,0.14,273.93,-797.95
1999-12-13,24,40,24,16,76138,76472,-334,0,None,0,0,Sickness,Diarrhea,7805,Gas,41712,10,Check food/donations,0.67,3172.42,-13.92
2009-03-11,75,55,75,12,147240,89125,58115,20,Maize Flour,20,32620,Sickness,Diarrhea,3995,Water,43646,4,Check food/donations,0.16,1963.2,774.87
2003-06-02,69,45,69,16,135851,103270,32581,24,Vegetables,24,43824,None,Malaria,7485,Internet,28491,8,Check food/donations,0.23,1968.86,472.19
2010-01-14,70,52,70,22,26123,79221,-53098,18,Vegetables,18,30942,None,Diarrhea,9653,Internet,21843,9,Check food/donations,0.31,373.19,-758.54
2001-06-07,61,75,61,23,90855,40881,49974,0,None,0,0,None,Flu,5843,Gas,10053,4,Stable,0.38,1489.43,819.25
2004-07-08,65,29,65,29,98137,92960,5177,36,Beans,36,63720,None,Fever,23763,Gas,43798,7,Check food/donations,0.45,1509.8,79.65
2012-03-18,60,23,60,11,63624,32838,30786,37,Vegetables,37,63233,None,None,0,Electricity,18801,8,Check food/donations,0.18,1060.4,513.1
2003-05-01,89,54,89,30,9988,82495,-72507,35,Beans,35,66780,None,None,0,Internet,15217,5,Check food/donations,0.34,112.22,-814.69
2000-07-16,39,98,39,18,115676,111045,4631,0,None,0,0,None,None,0,Gas,33592,10,Stable,0.46,2966.05,118.74
2007-08-04,75,82,75,17,96553,107821,-11268,0,None,0,0,None,None,0,Water,40705,9,Check food/donations,0.23,1287.37,-150.24
2000-06-21,40,62,40,20,75506,71018,4488,0,None,0,0,None,Fever,12471,Gas,44623,7,Stable,0.5,1887.65,112.2
2004-05-10,37,36,37,17,4119,50296,-46177,1,Rice,1,1640,None,Fever,13739,Water,12838,6,Check food/donations,0.46,111.32,-1248.03
2004-12-24,90,53,90,38,66502,111066,-44564,37,Beans,37,63159,None,Flu,15252,Electricity,45924,9,Check food/donations,0.42,738.91,-495.16
2011-10-30,29,96,29,11,35062,83453,-48391,0,None,0,0,Water Shortage,None,0,Internet,40754,7,Check food/donations,0.38,1209.03,-1668.66
2005-10-14,34,37,34,24,44057,30930,13127,0,None,0,0,None,Flu,28174,Electricity,24303,7,Stable,0.71,1295.79,386.09
2008-01-31,45,10,45,8,23091,45370,-22279,35,Rice,35,59325,Power Outage,Flu,32,Gas,36967,9,Check food/donations,0.18,513.13,-495.09
2002-05-05,92,77,92,10,38122,59686,-21564,15,Beans,15,25260,None,Malaria,8655,Water,32375,9,Check food/donations,0.11,414.37,-234.39
2009-05-19,26,87,26,33,129482,77500,51982,0,None,0,0,None,Malaria,13725,Internet,38243,8,Stable,1.27,4980.08,1999.31
2017-02-23,28,20,28,14,41101,100480,-59379,8,Vegetables,8,14592,None,Diarrhea,22911,Water,17604,6,Check food/donations,0.5,1467.89,-2120.68
2008-06-19,34,65,34,11,138957,106838,32119,0,None,0,0,Power Outage,Flu,4610,Electricity,15946,4,Stable,0.32,4086.97,944.68
2002-10-31,46,62,46,19,49271,81452,-32181,0,None,0,0,None,None,0,Electricity,15172,4,Check food/donations,0.41,1071.11,-699.59
2013-01-17,34,80,34,11,101573,65479,36094,0,None,0,0,None,None,0,Water,46794,6,Stable,0.32,2987.44,1061.59
2010-08-04,94,20,94,11,119341,95992,23349,74,Beans,74,144892,None,Diarrhea,9410,Internet,39918,8,Check food/donations,0.12,1269.59,248.39
2020-08-25,57,84,57,31,64991,84355,-19364,0,None,0,0,None,None,0,Internet,35040,7,Check food/donations,0.54,1140.19,-339.72
2020-02-29,20,31,20,30,86398,74261,12137,0,None,0,0,Water Shortage,Fever,9517,Electricity,33293,4,Stable,1.5,4319.9,606.85
2006-05-14,51,53,51,13,146676,74355,72321,0,None,0,0,None,Diarrhea,9906,Electricity,36907,3,Stable,0.25,2876.0,1418.06
2010-08-28,100,91,100,11,44905,33510,11395,9,Beans,9,16731,None,Fever,17348,Electricity,12389,10,Check food/donations,0.11,449.05,113.95
2002-01-24,56,74,56,36,82546,108049,-25503,0,None,0,0,None,Fever,20176,Internet,33226,5,Check food/donations,0.64,1474.04,-455.41
2017-08-01,83,39,83,17,65720,103345,-37625,44,Vegetables,44,87560,Sickness,Malaria,28299,Water,48281,9,Check food/donations,0.2,791.81,-453.31
2002-03-15,41,39,41,6,107132,112642,-5510,2,Rice,2,3396,None,None,0,Internet,35684,5,Check food/donations,0.15,2612.98,-134.39
2012-05-17,71,80,71,20,56726,80122,-23396,0,None,0,0,None,Malaria,17430,Internet,23909,10,Check food/donations,0.28,798.96,-329.52
2012-02-21,79,43,79,19,9403,113261,-103858,36,Beans,36,54360,None,None,0,Internet,14684,8,Check food/donations,0.24,119.03,-1314.66
2019-02-17,74,85,74,7,141716,38697,103019,0,None,0,0,None,Flu,15039,Gas,44775,5,Stable,0.09,1915.08,1392.15
2018-03-23,67,35,67,30,12370,28624,-16254,32,Vegetables,32,61856,None,Fever,12637,Internet,17000,4,Check food/donations,0.45,184.63,-242.6
2000-01-22,61,94,61,19,61059,57402,3657,0,None,0,0,None,None,0,Internet,20987,9,Stable,0.31,1000.97,59.95
2016-01-13,85,33,85,11,83639,66922,16717,52,Vegetables,52,101244,None,None,0,Internet,40843,5,Check food/donations,0.13,983.99,196.67
2015-02-11,85,11,85,9,115187,54371,60816,74,Beans,74,111814,None,Fever,8281,Water,17958,3,Check food/donations,0.11,1355.14,715.48
2019-06-07,85,31,85,31,67609,111926,-44317,54,Maize Flour,54,83970,Power Outage,Fever,10192,Electricity,23537,4,Check food/donations,0.36,795.4,-521.38
2010-04-17,66,73,66,26,10980,43088,-32108,0,None,0,0,Sickness,None,0,Electricity,39745,3,Check food/donations,0.39,166.36,-486.48
2016-07-13,66,86,66,28,73613,34451,39162,0,None,0,0,None,Malaria,10817,Internet,34026,4,Stable,0.42,1115.35,593.36
2016-06-29,29,88,29,28,38030,26105,11925,0,None,0,0,Water Shortage,Diarrhea,26627,Water,25277,8,Stable,0.97,1311.38,411.21
2013-05-30,82,19,82,8,114425,114837,-412,63,Rice,63,99477,Sickness,Flu,6025,Electricity,39019,6,Check food/donations,0.1,1395.43,-5.02
2014-02-23,49,95,49,17,41728,119484,-77756,0,None,0,0,None,Fever,24405,Gas,46647,10,Check food/donations,0.35,851.59,-1586.86
2014-06-03,23,32,23,25,48525,95987,-47462,0,None,0,0,None,Flu,3738,Water,18041,6,Check food/donations,1.09,2109.78,-2063.57
1999-08-15,25,31,25,28,39728,88065,-48337,0,None,0,0,Sickness,Flu,7483,Gas,28631,7,Check food/donations,1.12,1589.12,-1933.48
2015-02-25,23,13,23,13,120806,40715,80091,10,Vegetables,10,19400,Water Shortage,Diarrhea,14840,Water,39609,8,Check food/donations,0.57,5252.43,3482.22
2016-10-06,26,95,26,23,131592,98972,32620,0,None,0,0,Water Shortage,Diarrhea,13640,Gas,22618,7,Stable,0.88,5061.23,1254.62
2015-03-25,29,89,29,24,121274,82409,38865,0,None,0,0,None,Malaria,6847,Electricity,40532,8,Stable,0.83,4181.86,1340.17
2005-12-01,23,35,23,17,33336,67705,-34369,0,None,0,0,Sickness,Diarrhea,27888,Electricity,30536,4,Check food/donations,0.74,1449.39,-1494.3
2019-07-13,87,13,87,9,31358,64226,-32868,74,Beans,74,132016,None,Fever,7200,Electricity,13622,6,Check food/donations,0.1,360.44,-377.79
2011-10-07,56,36,56,20,96564,70305,26259,20,Maize Flour,20,37860,Water Shortage,None,0,Gas,40870,9,Check food/donations,0.36,1724.36,468.91
2004-05-18,67,23,67,15,138035,84894,53141,44,Maize Flour,44,76472,None,Diarrhea,18989,Internet,40100,9,Check food/donations,0.22,2060.22,793.15
2013-07-30,26,54,26,19,101972,50254,51718,0,None,0,0,None,Malaria,20406,Gas,35501,4,Stable,0.73,3922.0,1989.15
2004-02-21,54,11,54,9,102386,102932,-546,43,Rice,43,76325,None,None,0,Internet,20444,4,Check food/donations,0.17,1896.04,-10.11
2018-08-22,48,41,48,16,2580,66434,-63854,7,Maize Flour,7,11585,Water Shortage,None,0,Gas,26623,4,Check food/donations,0.33,53.75,-1330.29
2014-11-26,31,73,31,33,58861,46722,12139,0,None,0,0,None,Fever,4403,Electricity,41926,7,Stable,1.06,1898.74,391.58
2016-09-24,25,61,25,19,138609,115839,22770,0,None,0,0,None,Diarrhea,8370,Electricity,36397,3,Stable,0.76,5544.36,910.8
2019-10-20,52,63,52,37,95431,35682,59749,0,None,0,0,Water Shortage,Malaria,10411,Gas,44032,7,Stable,0.71,1835.21,1149.02
2006-06-08,53,98,53,22,10522,29552,-19030,0,None,0,0,Sickness,Diarrhea,28620,Electricity,48094,10,Check food/donations,0.42,198.53,-359.06
2016-05-28,61,71,61,6,36376,50345,-13969,0,None,0,0,None,Malaria,23088,Internet,47660,5,Check food/donations,0.1,596.33,-229.0
2010-06-16,87,27,87,20,99395,26378,73017,60,Vegetables,60,110340,Fire,Flu,24167,Gas,20793,5,Check food/donations,0.23,1142.47,839.28
2020-01-01,73,77,73,31,115005,37065,77940,0,None,0,0,None,Malaria,938,Gas,39508,3,Stable,0.42,1575.41,1067.67
2015-02-18,27,26,27,11,68276,64401,3875,1,Rice,1,1800,None,Diarrhea,22973,Water,33115,8,Check food/donations,0.41,2528.74,143.52
2000-05-22,75,16,75,11,130477,46930,83547,59,Rice,59,92512,None,Diarrhea,27364,Internet,25687,10,Check food/donations,0.15,1739.69,1113.96
2000-12-15,86,94,86,16,55687,49017,6670,0,None,0,0,None,Diarrhea,25979,Internet,30266,7,Stable,0.19,647.52,77.56
2000-01-11,24,51,24,10,16511,106699,-90188,0,None,0,0,None,Malaria,22159,Gas,44815,8,Check food/donations,0.42,687.96,-3757.83
2017-03-25,35,69,35,27,932,50248,-49316,0,None,0,0,None,Malaria,21557,Internet,49582,7,Check food/donations,0.77,26.63,-1409.03
2001-03-17,80,94,80,39,131285,56419,74866,0,None,0,0,None,Malaria,5459,Water,45035,7,Stable,0.49,1641.06,935.83
2000-04-23,43,61,43,9,110162,26662,83500,0,None,0,0,None,Fever,12124,Water,18783,3,Stable,0.21,2561.91,1941.86
2007-07-12,27,10,27,9,60346,74098,-13752,17,Rice,17,30940,None,Diarrhea,23090,Water,17407,3,Check food/donations,0.33,2235.04,-509.33
2016-10-26,82,17,82,5,84536,20429,64107,65,Rice,65,114335,None,None,0,Water,23977,6,Check food/donations,0.06,1030.93,781.79
2003-05-10,70,72,70,20,17718,96480,-78762,0,None,0,0,None,Malaria,6156,Gas,48389,6,Check food/donations,0.29,253.11,-1125.17
2016-06-23,76,24,76,7,134707,64775,69932,52,Maize Flour,52,84604,None,Flu,15054,Internet,40423,8,Check food/donations,0.09,1772.46,920.16
2007-06-20,59,52,59,6,39652,109814,-70162,7,Beans,7,12180,Water Shortage,Fever,20266,Gas,42808,6,Check food/donations,0.1,672.07,-1189.19
2004-09-20,74,62,74,30,87327,101192,-13865,12,Beans,12,23532,Power Outage,None,0,Electricity,39944,9,Check food/donations,0.41,1180.09,-187.36
1999-06-22,62,51,62,32,125623,49975,75648,11,Maize Flour,11,20460,Fire,None,0,Internet,19597,10,Check food/donations,0.52,2026.18,1220.13
2003-10-19,97,52,97,34,69264,36022,33242,45,Vegetables,45,72855,None,Diarrhea,28249,Gas,44523,7,Check food/donations,0.35,714.06,342.7
2004-01-23,26,88,26,23,78753,79970,-1217,0,None,0,0,None,None,0,Gas,29333,9,Check food/donations,0.88,3028.96,-46.81
2007-10-16,65,46,65,15,116735,35822,80913,19,Beans,19,35872,None,Flu,19725,Gas,14285,8,Check food/donations,0.23,1795.92,1244.82
2006-08-22,20,53,20,10,80288,45195,35093,0,None,0,0,Power Outage,None,0,Internet,29576,7,Stable,0.5,4014.4,1754.65
2000-12-10,100,39,100,29,58356,62948,-4592,61,Beans,61,96746,Power Outage,Flu,15480,Internet,10234,8,Check food/donations,0.29,583.56,-45.92
2012-05-10,25,78,25,31,28689,111212,-82523,0,None,0,0,Power Outage,None,0,Electricity,37543,8,Check food/donations,1.24,1147.56,-3300.92
2007-06-29,41,13,41,7,66239,24885,41354,28,Vegetables,28,47936,None,Fever,25095,Internet,29676,5,Check food/donations,0.17,1615.59,1008.63
2014-07-02,45,70,45,16,9743,110671,-100928,0,None,0,0,None,Flu,8677,Internet,28447,7,Check food/donations,0.36,216.51,-2242.84
2012-03-05,67,96,67,32,95486,119086,-23600,0,None,0,0,None,Diarrhea,9339,Water,31330,8,Check food/donations,0.48,1425.16,-352.24
2013-09-09,91,48,91,14,61310,110368,-49058,43,Rice,43,72627,None,Fever,1995,Internet,49973,6,Check food/donations,0.15,673.74,-539.1
2016-03-22,36,60,36,7,83707,66132,17575,0,None,0,0,Power Outage,Malaria,11354,Internet,18407,10,Stable,0.19,2325.19,488.19
2020-06-01,27,42,27,13,70111,30894,39217,0,None,0,0,Water Shortage,Malaria,7099,Internet,35851,6,Stable,0.48,2596.7,1452.48
2003-12-18,64,51,64,16,144898,105713,39185,13,Beans,13,20007,Power Outage,Diarrhea,15568,Internet,27428,7,Check food/donations,0.25,2264.03,612.27
2008-08-18,65,72,65,13,119683,71364,48319,0,None,0,0,None,Malaria,25073,Water,21017,9,Stable,0.2,1841.28,743.37
2011-05-05,47,60,47,26,34614,72467,-37853,0,None,0,0,None,Diarrhea,4839,Internet,31735,5,Check food/donations,0.55,736.47,-805.38
2018-10-26,56,18,56,17,39773,88792,-49019,38,Rice,38,70756,None,None,0,Water,26345,5,Check food/donations,0.3,710.23,-875.34
2014-06-01,44,11,44,9,6525,104364,-97839,33,Rice,33,58014,None,Fever,21062,Gas,43852,8,Check food/donations,0.2,148.3,-2223.61
2011-02-01,41,29,41,15,60949,67024,-6075,12,Rice,12,19692,None,Diarrhea,506,Electricity,10088,4,Check food/donations,0.37,1486.56,-148.17
2002-09-20,90,76,90,23,130503,92624,37879,14,Maize Flour,14,24696,None,None,0,Electricity,12398,5,Check food/donations,0.26,1450.03,420.88
2018-11-15,67,19,67,17,49700,38811,10889,48,Maize Flour,48,89088,Power Outage,Diarrhea,8650,Water,47682,4,Check food/donations,0.25,741.79,162.52
2002-06-05,31,74,31,39,117881,39715,78166,0,None,0,0,None,None,0,Water,37894,3,Stable,1.26,3802.61,2521.48
2008-08-07,100,43,100,11,97377,44887,52490,57,Beans,57,89889,None,None,0,Water,19304,4,Check food/donations,0.11,973.77,524.9
2014-03-28,51,94,51,36,75571,102817,-27246,0,None,0,0,None,Malaria,21808,Gas,12120,6,Check food/donations,0.71,1481.78,-534.24
2007-05-16,85,83,85,28,3468,80123,-76655,2,Rice,2,3178,None,None,0,Water,48582,7,Check food/donations,0.33,40.8,-901.82
2004-12-28,26,49,26,22,40093,90586,-50493,0,None,0,0,None,Fever,26516,Gas,13576,8,Check food/donations,0.85,1542.04,-1942.04
2001-06-13,22,69,22,25,91110,109370,-18260,0,None,0,0,None,Flu,5991,Gas,40396,6,Check food/donations,1.14,4141.36,-830.0
2014-05-11,30,94,30,36,119292,69287,50005,0,None,0,0,None,Malaria,11151,Gas,44239,7,Stable,1.2,3976.4,1666.83
2002-03-23,24,37,24,18,16080,96364,-80284,0,None,0,0,None,Flu,9205,Internet,44815,10,Check food/donations,0.75,670.0,-3345.17
2016-05-11,84,81,84,29,12712,83894,-71182,3,Rice,3,5148,None,Fever,16477,Internet,22869,9,Check food/donations,0.35,151.33,-847.4
2014-07-08,77,64,77,6,143387,29850,113537,13,Vegetables,13,21229,None,None,0,Gas,20415,8,Check food/donations,0.08,1862.17,1474.51
2014-06-09,99,39,99,10,77993,95702,-17709,60,Beans,60,99540,None,None,0,Water,25009,7,Check food/donations,0.1,787.81,-178.88
2003-09-06,48,41,48,11,117624,111352,6272,7,Rice,7,11795,None,Diarrhea,7574,Electricity,19884,4,Check food/donations,0.23,2450.5,130.67
2003-12-06,69,87,69,9,60331,74226,-13895,0,None,0,0,None,Fever,16533,Electricity,41214,5,Check food/donations,0.13,874.36,-201.38
2008-06-14,64,77,64,20,48764,55910,-7146,0,None,0,0,None,Diarrhea,23672,Gas,14108,4,Check food/donations,0.31,761.94,-111.66
2011-02-25,46,46,46,20,105056,89728,15328,0,None,0,0,None,Fever,14939,Water,44369,7,Stable,0.43,2283.83,333.22
2004-10-22,40,29,40,23,132997,57900,75097,11,Vegetables,11,18667,Sickness,None,0,Water,11177,6,Check food/donations,0.57,3324.93,1877.42
2008-08-22,73,63,73,13,137343,51132,86211,10,Rice,10,16320,None,Fever,6306,Water,36354,5,Check food/donations,0.18,1881.41,1180.97
2014-08-14,62,38,62,24,68725,49626,19099,24,Maize Flour,24,43320,None,Malaria,15827,Electricity,42321,10,Check food/donations,0.39,1108.47,308.05
2013-09-09,67,31,67,23,34572,88588,-54016,36,Rice,36,58716,None,Malaria,25885,Gas,45747,7,Check food/donations,0.34,516.0,-806.21
2013-07-07,36,42,36,37,109648,69150,40498,0,None,0,0,Water Shortage,Fever,15256,Water,47286,6,Stable,1.03,3045.78,1124.94
2012-03-12,67,29,67,6,140851,80064,60787,38,Rice,38,67868,Water Shortage,Fever,14671,Gas,20020,4,Check food/donations,0.09,2102.25,907.27
2013-09-07,89,46,89,37,143671,84431,59240,43,Rice,43,71337,None,None,0,Gas,29878,10,Check food/donations,0.42,1614.28,665.62
2003-02-21,73,10,73,5,43221,92542,-49321,63,Beans,63,116550,Sickness,Malaria,4373,Gas,18941,8,Check food/donations,0.07,592.07,-675.63
2010-12-13,96,72,96,11,45499,66240,-20741,24,Rice,24,43032,None,None,0,Electricity,12439,7,Check food/donations,0.11,473.95,-216.05
2018-11-01,63,43,63,22,95655,42251,53404,20,Maize Flour,20,36640,None,Malaria,18398,Water,42006,9,Check food/donations,0.35,1518.33,847.68
2000-09-20,52,51,52,25,140063,106996,33067,1,Rice,1,1589,None,Malaria,25686,Internet,32212,3,Check food/donations,0.48,2693.52,635.9
2015-02-16,51,98,51,32,43301,98831,-55530,0,None,0,0,Power Outage,Malaria,16622,Internet,17966,6,Check food/donations,0.63,849.04,-1088.82
2017-02-04,61,97,61,39,140093,35868,104225,0,None,0,0,None,Diarrhea,1742,Internet,18523,5,Stable,0.64,2296.61,1708.61
2001-04-20,70,71,70,38,105596,85983,19613,0,None,0,0,None,Flu,14734,Internet,41234,9,Stable,0.54,1508.51,280.19
1999-08-24,71,80,71,38,79386,47200,32186,0,None,0,0,None,None,0,Gas,22096,6,Stable,0.54,1118.11,453.32
1999-07-22,83,58,83,15,144814,96872,47942,25,Vegetables,25,47475,Water Shortage,Fever,18007,Internet,10378,5,Check food/donations,0.18,1744.75,577.61
2018-10-04,77,55,77,23,4425,93093,-88668,22,Beans,22,40590,None,Fever,15889,Water,31473,10,Check food/donations,0.3,57.47,-1151.53
2009-05-24,92,81,92,27,20510,31862,-11352,11,Maize Flour,11,20372,Sickness,None,0,Gas,21782,5,Check food/donations,0.29,222.93,-123.39
2019-01-24,29,94,29,8,139846,101160,38686,0,None,0,0,Power Outage,Diarrhea,8643,Gas,32318,9,Stable,0.28,4822.28,1334.0
2002-01-22,66,81,66,17,19797,30022,-10225,0,None,0,0,None,Malaria,8688,Gas,26602,4,Check food/donations,0.26,299.95,-154.92
2017-11-09,41,15,41,11,139604,77471,62133,26,Beans,26,50830,None,Diarrhea,29975,Electricity,33542,7,Check food/donations,0.27,3404.98,1515.44
2016-06-13,86,53,86,10,129243,60576,68667,33,Beans,33,52338,Power Outage,Malaria,18085,Water,30371,6,Check food/donations,0.12,1502.83,798.45
2010-05-24,59,90,59,25,148039,82088,65951,0,None,0,0,None,Fever,1188,Internet,24509,10,Stable,0.42,2509.14,1117.81
2008-05-18,35,61,35,10,19744,66328,-46584,0,None,0,0,Fire,Flu,2634,Electricity,24304,3,Check food/donations,0.29,564.11,-1330.97
2003-09-30,33,13,33,5,102391,41769,60622,20,Beans,20,37140,None,Malaria,20041,Electricity,13896,3,Check food/donations,0.15,3102.76,1837.03
2004-09-05,43,89,43,11,67880,23541,44339,0,None,0,0,None,Fever,4237,Internet,30709,5,Stable,0.26,1578.6,1031.14
2011-04-27,33,24,33,19,13623,116507,-102884,9,Beans,9,15093,None,None,0,Electricity,24502,6,Check food/donations,0.58,412.82,-3117.7
2020-07-24,37,53,37,29,136321,48185,88136,0,None,0,0,Power Outage,Flu,19686,Electricity,22493,3,Stable,0.78,3684.35,2382.05
2010-01-23,47,75,47,28,146316,70830,75486,0,None,0,0,None,Malaria,15147,Gas,40543,7,Stable,0.6,3113.11,1606.09
2009-09-09,69,54,69,34,59769,119491,-59722,15,Beans,15,26175,None,Flu,17866,Electricity,29811,10,Check food/donations,0.49,866.22,-865.54
2001-09-03,66,90,66,28,6201,112179,-105978,0,None,0,0,None,Fever,5022,Internet,38132,7,Check food/donations,0.42,93.95,-1605.73
2003-11-12,29,28,29,28,37899,70558,-32659,1,Rice,1,1728,None,Diarrhea,11974,Internet,37359,9,Check food/donations,0.97,1306.86,-1126.17
2009-05-04,54,93,54,31,34678,76994,-42316,0,None,0,0,None,Malaria,17579,Water,42714,9,Check food/donations,0.57,642.19,-783.63
2016-08-07,91,66,91,14,44299,101524,-57225,25,Beans,25,47875,None,None,0,Electricity,20345,5,Check food/donations,0.15,486.8,-628.85
2012-01-15,76,51,76,31,30067,116412,-86345,25,Rice,25,41700,Fire,None,0,Water,11584,9,Check food/donations,0.41,395.62,-1136.12
2016-01-10,41,28,41,13,14437,31385,-16948,13,Vegetables,13,24492,None,Diarrhea,15496,Gas,36780,7,Check food/donations,0.32,352.12,-413.37
